user-info,scores
2005,37.69230769230769
2006,37.755102040816325
2007,40.24390243902439
2008,39.0
2009,40.0
2010,39.333333333333336
2011,42.093023255813954
2012,41.666666666666664
2013,38.333333333333336
2014,40.0
2015,44.285714285714285
2016,38.8
2017,40.357142857142854
2018,41.05263157894737
2019,15.0
